DAY_DATE,SKU,QUANTITY_SOLD
2020-10-05,CollectionA ModelA ColorB,148
2020-10-05,CollectionA ModelB ColorC,125
2020-10-05,CollectionA ModelC ColorA,123
2020-10-05,CollectionB ModelD ColorC,48
2020-10-05,CollectionB ModelD ColorA,41
2020-10-05,CollectionA ModelE ColorA,39
2020-10-05,CollectionC ModelF ColorA,30
2020-10-05,CollectionA ModelG ColorA,29
2020-10-05,CollectionC ModelE ColorC,28
2020-10-05,CollectionA ModelH ColorA,27
2020-10-06,CollectionA ModelA ColorB,171
2020-10-06,CollectionA ModelB ColorC,131
2020-10-06,CollectionA ModelC ColorA,126
2020-10-06,CollectionB ModelD ColorC,50
2020-10-06,CollectionB ModelD ColorA,45
2020-10-06,CollectionA ModelE ColorA,41
2020-10-06,CollectionC ModelF ColorA,32
2020-10-06,CollectionA ModelH ColorA,29
2020-10-06,CollectionA ModelG ColorA,29
2020-10-06,CollectionC ModelE ColorC,28
2020-10-07,CollectionA ModelA ColorB,181
2020-10-07,CollectionA ModelC ColorA,152
2020-10-07,CollectionA ModelB ColorC,129
2020-10-07,CollectionB ModelD ColorA,49
2020-10-07,CollectionB ModelD ColorC,46
2020-10-07,CollectionA ModelE ColorA,43
2020-10-07,CollectionA ModelH ColorA,36
2020-10-07,CollectionC ModelF ColorA,34
2020-10-07,CollectionA ModelI ColorA,30
2020-10-07,CollectionA ModelG ColorA,27
2020-10-08,CollectionA ModelA ColorB,185
2020-10-08,CollectionA ModelC ColorA,140
2020-10-08,CollectionA ModelB ColorC,130
2020-10-08,CollectionB ModelD ColorA,51
2020-10-08,CollectionA ModelE ColorA,43
2020-10-08,CollectionB ModelD ColorC,40
2020-10-08,CollectionC ModelF ColorA,34
2020-10-08,CollectionA ModelH ColorA,34
2020-10-08,CollectionA ModelI ColorA,31
2020-10-08,CollectionA ModelJ ColorA,25
2020-10-09,CollectionA ModelA ColorB,194
2020-10-09,CollectionA ModelC ColorA,140
2020-10-09,CollectionA ModelB ColorC,137
2020-10-09,CollectionB ModelD ColorA,55
2020-10-09,CollectionA ModelE ColorA,39
2020-10-09,CollectionB ModelD ColorC,39
2020-10-09,CollectionA ModelH ColorA,38
2020-10-09,CollectionC ModelF ColorA,37
2020-10-09,CollectionB ModelK ColorD,31
2020-10-09,CollectionA ModelI ColorA,31
2020-10-10,CollectionA ModelA ColorB,228
2020-10-10,CollectionA ModelC ColorA,158
2020-10-10,CollectionA ModelB ColorC,149
2020-10-10,CollectionB ModelD ColorA,53
2020-10-10,CollectionA ModelH ColorA,42
2020-10-10,CollectionA ModelE ColorA,40
2020-10-10,CollectionA ModelI ColorA,38
2020-10-10,CollectionC ModelF ColorA,38
2020-10-10,CollectionB ModelD ColorC,35
2020-10-10,CollectionB ModelK ColorD,29
2020-10-11,CollectionA ModelA ColorB,278
2020-10-11,CollectionA ModelC ColorA,185
2020-10-11,CollectionA ModelB ColorC,180
2020-10-11,CollectionB ModelD ColorA,49
2020-10-11,CollectionA ModelE ColorA,47
2020-10-11,CollectionA ModelH ColorA,46
2020-10-11,CollectionC ModelF ColorA,42
2020-10-11,CollectionA ModelI ColorA,42
2020-10-11,CollectionA ModelF ColorA,35
2020-10-11,CollectionB ModelD ColorC,31
2020-10-12,CollectionA ModelA ColorB,267
2020-10-12,CollectionA ModelC ColorA,176
2020-10-12,CollectionA ModelB ColorC,174
2020-10-12,CollectionB ModelD ColorA,51
2020-10-12,CollectionC ModelF ColorA,44
2020-10-12,CollectionA ModelE ColorA,42
2020-10-12,CollectionA ModelI ColorA,40
2020-10-12,CollectionA ModelH ColorA,40
2020-10-12,CollectionA ModelF ColorA,37
2020-10-12,CollectionA ModelE ColorC,34
2020-10-13,CollectionA ModelA ColorB,245
2020-10-13,CollectionA ModelC ColorA,168
2020-10-13,CollectionA ModelB ColorC,161
2020-10-13,CollectionB ModelD ColorA,39
2020-10-13,CollectionC ModelF ColorA,38
2020-10-13,CollectionA ModelE ColorA,36
2020-10-13,CollectionA ModelH ColorA,36
2020-10-13,CollectionA ModelI ColorA,36
2020-10-13,CollectionA ModelF ColorA,35
2020-10-13,CollectionA ModelE ColorC,33
2020-10-14,CollectionA ModelA ColorB,206
2020-10-14,CollectionA ModelC ColorA,154
2020-10-14,CollectionA ModelB ColorC,147
2020-10-14,CollectionB ModelD ColorA,44
2020-10-14,CollectionA ModelI ColorA,38
2020-10-14,CollectionA ModelF ColorA,38
2020-10-14,CollectionA ModelE ColorA,35
2020-10-14,CollectionA ModelJ ColorA,32
2020-10-14,CollectionA ModelE ColorC,31
2020-10-14,CollectionA ModelH ColorA,30
2020-10-15,CollectionA ModelA ColorB,196
2020-10-15,CollectionA ModelC ColorA,149
2020-10-15,CollectionA ModelB ColorC,127
2020-10-15,CollectionA ModelI ColorA,44
2020-10-15,CollectionB ModelD ColorA,37
2020-10-15,CollectionA ModelE ColorC,33
2020-10-15,CollectionA ModelJ ColorA,32
2020-10-15,CollectionA ModelH ColorA,32
2020-10-15,CollectionA ModelF ColorA,32
2020-10-15,CollectionA ModelE ColorA,31
2020-10-16,CollectionA ModelA ColorB,174
2020-10-16,CollectionA ModelC ColorA,140
2020-10-16,CollectionA ModelB ColorC,129
2020-10-16,CollectionA ModelI ColorA,43
2020-10-16,CollectionB ModelD ColorA,31
2020-10-16,CollectionA ModelE ColorA,31
2020-10-16,CollectionA ModelE ColorC,30
2020-10-16,CollectionA ModelJ ColorA,30
2020-10-16,CollectionA ModelF ColorA,30
2020-10-16,CollectionB ModelK ColorD,29
2020-10-17,CollectionA ModelA ColorB,156
2020-10-17,CollectionA ModelB ColorC,119
2020-10-17,CollectionA ModelC ColorA,116
2020-10-17,CollectionA ModelI ColorA,35
2020-10-17,CollectionA ModelF ColorA,34
2020-10-17,CollectionB ModelD ColorA,31
2020-10-17,CollectionA ModelE ColorA,29
2020-10-17,CollectionA ModelE ColorC,26
2020-10-17,CollectionC ModelF ColorA,26
2020-10-17,CollectionB ModelK ColorD,25
2020-10-18,CollectionA ModelA ColorB,151
2020-10-18,CollectionA ModelC ColorA,119
2020-10-18,CollectionA ModelB ColorC,112
2020-10-18,CollectionA ModelI ColorA,37
2020-10-18,CollectionA ModelF ColorA,33
2020-10-18,CollectionB ModelD ColorA,33
2020-10-18,CollectionA ModelE ColorA,31
2020-10-18,CollectionA ModelE ColorC,28
2020-10-18,CollectionC ModelE ColorC,25
2020-10-18,CollectionB ModelK ColorD,25
2020-10-19,CollectionA ModelA ColorB,142
2020-10-19,CollectionA ModelC ColorA,118
2020-10-19,CollectionA ModelB ColorC,99
2020-10-19,CollectionA ModelI ColorA,37
2020-10-19,CollectionB ModelD ColorA,31
2020-10-19,CollectionA ModelE ColorA,29
2020-10-19,CollectionA ModelE ColorC,26
2020-10-19,CollectionC ModelF ColorA,25
2020-10-19,CollectionC ModelE ColorC,25
2020-10-19,CollectionA ModelF ColorA,25
2020-10-20,CollectionA ModelA ColorB,106
2020-10-20,CollectionA ModelC ColorA,100
2020-10-20,CollectionA ModelB ColorC,83
2020-10-20,CollectionB ModelD ColorA,29
2020-10-20,CollectionC ModelE ColorC,27
2020-10-20,CollectionA ModelF ColorA,27
2020-10-20,CollectionA ModelI ColorA,26
2020-10-20,CollectionA ModelE ColorA,25
2020-10-20,CollectionA ModelE ColorC,24
2020-10-20,CollectionB ModelD ColorC,21
2020-10-21,CollectionA ModelC ColorA,73
2020-10-21,CollectionA ModelA ColorB,57
2020-10-21,CollectionA ModelB ColorC,52
2020-10-21,CollectionB ModelD ColorA,33
2020-10-21,CollectionB ModelD ColorC,26
2020-10-21,CollectionA ModelI ColorA,24
2020-10-21,CollectionC ModelE ColorC,21
2020-10-21,CollectionC ModelF ColorA,20
2020-10-21,CollectionA ModelI ColorC,20
2020-10-21,CollectionA ModelF ColorA,17
2020-10-22,CollectionA ModelC ColorA,65
2020-10-22,CollectionA ModelA ColorB,55
2020-10-22,CollectionA ModelB ColorC,48
2020-10-22,CollectionB ModelD ColorA,37
2020-10-22,CollectionB ModelD ColorC,26
2020-10-22,CollectionA ModelI ColorA,24
2020-10-22,CollectionA ModelF ColorA,21
2020-10-22,CollectionC ModelE ColorC,19
2020-10-22,CollectionA ModelI ColorC,18
2020-10-22,CollectionC ModelF ColorA,18
2020-10-23,CollectionA ModelA ColorB,65
2020-10-23,CollectionA ModelC ColorA,63
2020-10-23,CollectionA ModelB ColorC,48
2020-10-23,CollectionB ModelD ColorA,39
2020-10-23,CollectionB ModelD ColorC,30
2020-10-23,CollectionA ModelI ColorA,24
2020-10-23,CollectionA ModelF ColorA,21
2020-10-23,CollectionC ModelF ColorA,18
2020-10-23,CollectionB ModelK ColorD,17
2020-10-23,CollectionA ModelI ColorC,17
2020-10-24,CollectionA ModelC ColorA,66
2020-10-24,CollectionA ModelA ColorB,64
2020-10-24,CollectionA ModelB ColorC,42
2020-10-24,CollectionB ModelD ColorA,36
2020-10-24,CollectionB ModelD ColorC,30
2020-10-24,CollectionA ModelI ColorA,22
2020-10-24,CollectionA ModelF ColorA,18
2020-10-24,CollectionC ModelE ColorC,18
2020-10-24,CollectionC ModelF ColorA,16
2020-10-24,CollectionB ModelK ColorD,15
2020-10-25,CollectionA ModelC ColorA,73
2020-10-25,CollectionA ModelA ColorB,60
2020-10-25,CollectionA ModelB ColorC,51
2020-10-25,CollectionB ModelD ColorA,47
2020-10-25,CollectionB ModelD ColorC,33
2020-10-25,CollectionB ModelL ColorB,22
2020-10-25,CollectionA ModelF ColorA,20
2020-10-25,CollectionB ModelK ColorD,19
2020-10-25,CollectionA ModelE ColorC,19
2020-10-25,CollectionC ModelE ColorC,18
2020-10-26,CollectionA ModelC ColorA,75
2020-10-26,CollectionA ModelA ColorB,62
2020-10-26,CollectionA ModelB ColorC,51
2020-10-26,CollectionB ModelD ColorA,49
2020-10-26,CollectionB ModelD ColorC,27
2020-10-26,CollectionB ModelL ColorB,24
2020-10-26,CollectionA ModelF ColorA,22
2020-10-26,CollectionA ModelE ColorC,20
2020-10-26,CollectionC ModelE ColorC,19
2020-10-26,CollectionB ModelK ColorD,17
2020-10-27,CollectionA ModelC ColorA,71
2020-10-27,CollectionA ModelA ColorB,66
2020-10-27,CollectionB ModelD ColorA,49
2020-10-27,CollectionA ModelB ColorC,45
2020-10-27,CollectionB ModelK ColorD,24
2020-10-27,CollectionB ModelL ColorB,24
2020-10-27,CollectionB ModelD ColorC,23
2020-10-27,CollectionA ModelE ColorC,22
2020-10-27,CollectionA ModelE ColorA,19
2020-10-27,CollectionC ModelE ColorC,19
2020-10-28,CollectionA ModelA ColorB,87
2020-10-28,CollectionA ModelC ColorA,69
2020-10-28,CollectionA ModelB ColorC,57
2020-10-28,CollectionB ModelD ColorA,47
2020-10-28,CollectionB ModelL ColorB,36
2020-10-28,CollectionB ModelK ColorD,28
2020-10-28,CollectionB ModelD ColorC,24
2020-10-28,CollectionA ModelE ColorC,20
2020-10-28,CollectionC ModelF ColorA,19
2020-10-28,CollectionA ModelM ColorA,19
2020-10-29,CollectionA ModelA ColorB,85
2020-10-29,CollectionA ModelC ColorA,73
2020-10-29,CollectionA ModelB ColorC,59
2020-10-29,CollectionB ModelD ColorA,49
2020-10-29,CollectionB ModelL ColorB,45
2020-10-29,CollectionB ModelK ColorD,30
2020-10-29,CollectionB ModelD ColorC,30
2020-10-29,CollectionA ModelH ColorA,26
2020-10-29,CollectionC ModelN ColorA,23
2020-10-29,CollectionA ModelI ColorA,20
2020-10-30,CollectionA ModelA ColorB,100
2020-10-30,CollectionA ModelC ColorA,86
2020-10-30,CollectionA ModelB ColorC,79
2020-10-30,CollectionB ModelD ColorA,57
2020-10-30,CollectionB ModelL ColorB,50
2020-10-30,CollectionA ModelH ColorA,30
2020-10-30,CollectionB ModelK ColorD,29
2020-10-30,CollectionB ModelD ColorC,28
2020-10-30,CollectionA ModelM ColorA,27
2020-10-30,CollectionA ModelE ColorC,24
2020-10-31,CollectionA ModelA ColorB,103
2020-10-31,CollectionA ModelC ColorA,90
2020-10-31,CollectionA ModelB ColorC,79
2020-10-31,CollectionB ModelD ColorA,63
2020-10-31,CollectionB ModelL ColorB,58
2020-10-31,CollectionA ModelH ColorA,30
2020-10-31,CollectionA ModelM ColorA,27
2020-10-31,CollectionB ModelK ColorD,27
2020-10-31,CollectionC ModelN ColorA,25
2020-10-31,CollectionC ModelE ColorC,25
2020-11-01,CollectionA ModelA ColorB,139
2020-11-01,CollectionA ModelC ColorA,102
2020-11-01,CollectionA ModelB ColorC,99
2020-11-01,CollectionB ModelL ColorB,62
2020-11-01,CollectionB ModelD ColorA,61
2020-11-01,CollectionA ModelH ColorA,38
2020-11-01,CollectionA ModelM ColorA,27
2020-11-01,CollectionB ModelD ColorC,27
2020-11-01,CollectionC ModelN ColorA,25
2020-11-01,CollectionC ModelE ColorC,25
2020-11-02,CollectionA ModelC ColorA,140
2020-11-02,CollectionA ModelA ColorB,139
2020-11-02,CollectionA ModelB ColorC,135
2020-11-02,CollectionB ModelD ColorA,63
2020-11-02,CollectionB ModelL ColorB,60
2020-11-02,CollectionA ModelH ColorA,38
2020-11-02,CollectionA ModelM ColorA,33
2020-11-02,CollectionB ModelD ColorC,31
2020-11-02,CollectionC ModelF ColorA,27
2020-11-02,CollectionB ModelK ColorD,25
2020-11-03,CollectionA ModelC ColorA,167
2020-11-03,CollectionA ModelA ColorB,147
2020-11-03,CollectionA ModelB ColorC,145
2020-11-03,CollectionB ModelL ColorB,68
2020-11-03,CollectionB ModelD ColorA,61
2020-11-03,CollectionA ModelH ColorA,46
2020-11-03,CollectionB ModelD ColorC,39
2020-11-03,CollectionB ModelK ColorD,35
2020-11-03,CollectionA ModelM ColorA,33
2020-11-03,CollectionC ModelF ColorA,27
2020-11-04,CollectionA ModelC ColorA,176
2020-11-04,CollectionA ModelA ColorB,175
2020-11-04,CollectionA ModelB ColorC,147
2020-11-04,CollectionB ModelL ColorB,56
2020-11-04,CollectionB ModelD ColorA,54
2020-11-04,CollectionA ModelH ColorA,40
2020-11-04,CollectionB ModelK ColorD,35
2020-11-04,CollectionB ModelD ColorC,35
2020-11-04,CollectionA ModelM ColorA,31
2020-11-04,CollectionA ModelJ ColorA,28
2020-11-05,CollectionA ModelC ColorA,194
2020-11-05,CollectionA ModelA ColorB,179
2020-11-05,CollectionA ModelB ColorC,159
2020-11-05,CollectionB ModelL ColorB,58
2020-11-05,CollectionB ModelD ColorA,54
2020-11-05,CollectionA ModelH ColorA,45
2020-11-05,CollectionB ModelK ColorD,35
2020-11-05,CollectionB ModelD ColorC,33
2020-11-05,CollectionA ModelJ ColorA,28
2020-11-05,CollectionA ModelJ ColorC,28
2020-11-06,CollectionA ModelC ColorA,201
2020-11-06,CollectionA ModelA ColorB,184
2020-11-06,CollectionA ModelB ColorC,174
2020-11-06,CollectionB ModelL ColorB,62
2020-11-06,CollectionB ModelD ColorA,60
2020-11-06,CollectionA ModelH ColorA,55
2020-11-06,CollectionB ModelD ColorC,43
2020-11-06,CollectionA ModelJ ColorA,32
2020-11-06,CollectionB ModelK ColorD,28
2020-11-06,CollectionC ModelF ColorA,28
2020-11-07,CollectionA ModelC ColorA,228
2020-11-07,CollectionA ModelB ColorC,172
2020-11-07,CollectionA ModelA ColorB,172
2020-11-07,CollectionB ModelD ColorA,76
2020-11-07,CollectionA ModelH ColorA,64
2020-11-07,CollectionB ModelL ColorB,50
2020-11-07,CollectionB ModelD ColorC,42
2020-11-07,CollectionA ModelJ ColorA,36
2020-11-07,CollectionB ModelK ColorD,34
2020-11-07,CollectionC ModelF ColorA,32
2020-11-08,CollectionA ModelC ColorA,224
2020-11-08,CollectionA ModelB ColorC,193
2020-11-08,CollectionA ModelA ColorB,172
2020-11-08,CollectionB ModelD ColorA,72
2020-11-08,CollectionB ModelL ColorB,62
2020-11-08,CollectionA ModelH ColorA,58
2020-11-08,CollectionB ModelD ColorC,38
2020-11-08,CollectionC ModelF ColorA,36
2020-11-08,CollectionB ModelL ColorA,34
2020-11-08,CollectionB ModelK ColorD,34
2020-11-09,CollectionA ModelC ColorA,219
2020-11-09,CollectionA ModelA ColorB,187
2020-11-09,CollectionA ModelB ColorC,184
2020-11-09,CollectionB ModelD ColorA,68
2020-11-09,CollectionA ModelH ColorA,58
2020-11-09,CollectionB ModelL ColorB,57
2020-11-09,CollectionB ModelD ColorC,42
2020-11-09,CollectionA ModelJ ColorA,42
2020-11-09,CollectionC ModelF ColorA,40
2020-11-09,CollectionA ModelI ColorA,36
2020-11-10,CollectionA ModelC ColorA,224
2020-11-10,CollectionA ModelA ColorB,207
2020-11-10,CollectionA ModelB ColorC,199
2020-11-10,CollectionB ModelD ColorA,68
2020-11-10,CollectionA ModelH ColorA,58
2020-11-10,CollectionB ModelL ColorB,44
2020-11-10,CollectionB ModelD ColorC,43
2020-11-10,CollectionA ModelI ColorA,40
2020-11-10,CollectionA ModelJ ColorA,38
2020-11-10,CollectionC ModelF ColorA,36
2020-11-11,CollectionA ModelC ColorA,248
2020-11-11,CollectionA ModelA ColorB,205
2020-11-11,CollectionA ModelB ColorC,191
2020-11-11,CollectionB ModelD ColorA,84
2020-11-11,CollectionB ModelL ColorB,68
2020-11-11,CollectionB ModelD ColorC,61
2020-11-11,CollectionA ModelH ColorA,56
2020-11-11,CollectionA ModelI ColorA,48
2020-11-11,CollectionB ModelK ColorD,46
2020-11-11,CollectionA ModelO ColorA,42
2020-11-12,CollectionA ModelA ColorB,237
2020-11-12,CollectionA ModelC ColorA,224
2020-11-12,CollectionA ModelB ColorC,182
2020-11-12,CollectionB ModelD ColorA,96
2020-11-12,CollectionB ModelD ColorC,73
2020-11-12,CollectionB ModelL ColorB,72
2020-11-12,CollectionA ModelH ColorA,60
2020-11-12,CollectionA ModelI ColorA,60
2020-11-12,CollectionC ModelE ColorC,51
2020-11-12,CollectionB ModelK ColorD,46
2020-11-13,CollectionA ModelA ColorB,248
2020-11-13,CollectionA ModelB ColorC,202
2020-11-13,CollectionA ModelC ColorA,192
2020-11-13,CollectionB ModelD ColorA,109
2020-11-13,CollectionB ModelD ColorC,81
2020-11-13,CollectionB ModelL ColorB,66
2020-11-13,CollectionA ModelI ColorA,64
2020-11-13,CollectionA ModelH ColorA,52
2020-11-13,CollectionC ModelE ColorC,50
2020-11-13,CollectionA ModelJ ColorA,46
2020-11-14,CollectionA ModelA ColorB,254
2020-11-14,CollectionA ModelB ColorC,204
2020-11-14,CollectionA ModelC ColorA,189
2020-11-14,CollectionB ModelD ColorA,150
2020-11-14,CollectionB ModelD ColorC,85
2020-11-14,CollectionA ModelI ColorA,72
2020-11-14,CollectionB ModelL ColorB,70
2020-11-14,CollectionA ModelH ColorA,58
2020-11-14,CollectionC ModelF ColorA,54
2020-11-14,CollectionC ModelE ColorC,48
2020-11-15,CollectionA ModelA ColorB,296
2020-11-15,CollectionA ModelB ColorC,212
2020-11-15,CollectionA ModelC ColorA,209
2020-11-15,CollectionB ModelD ColorA,150
2020-11-15,CollectionB ModelD ColorC,93
2020-11-15,CollectionB ModelL ColorB,78
2020-11-15,CollectionA ModelI ColorA,76
2020-11-15,CollectionA ModelH ColorA,74
2020-11-15,CollectionC ModelE ColorC,66
2020-11-15,CollectionC ModelF ColorA,66
2020-11-16,CollectionA ModelA ColorB,323
2020-11-16,CollectionA ModelC ColorA,232
2020-11-16,CollectionA ModelB ColorC,209
2020-11-16,CollectionB ModelD ColorA,156
2020-11-16,CollectionB ModelD ColorC,103
2020-11-16,CollectionB ModelL ColorB,84
2020-11-16,CollectionA ModelI ColorA,76
2020-11-16,CollectionA ModelH ColorA,70
2020-11-16,CollectionC ModelE ColorC,70
2020-11-16,CollectionA ModelO ColorA,70
2020-11-17,CollectionA ModelA ColorB,331
2020-11-17,CollectionA ModelB ColorC,221
2020-11-17,CollectionA ModelC ColorA,197
2020-11-17,CollectionB ModelD ColorA,154
2020-11-17,CollectionB ModelD ColorC,107
2020-11-17,CollectionB ModelL ColorB,84
2020-11-17,CollectionA ModelO ColorA,78
2020-11-17,CollectionA ModelI ColorA,72
2020-11-17,CollectionA ModelH ColorA,68
2020-11-17,CollectionC ModelE ColorC,62
2020-11-18,CollectionA ModelA ColorB,363
2020-11-18,CollectionA ModelB ColorC,208
2020-11-18,CollectionA ModelC ColorA,207
2020-11-18,CollectionB ModelD ColorA,174
2020-11-18,CollectionB ModelD ColorC,112
2020-11-18,CollectionA ModelO ColorA,82
2020-11-18,CollectionA ModelI ColorA,76
2020-11-18,CollectionB ModelL ColorB,71
2020-11-18,CollectionC ModelF ColorA,70
2020-11-18,CollectionA ModelH ColorA,68
2020-11-19,CollectionA ModelA ColorB,365
2020-11-19,CollectionA ModelC ColorA,212
2020-11-19,CollectionA ModelB ColorC,203
2020-11-19,CollectionB ModelD ColorA,182
2020-11-19,CollectionA ModelI ColorA,176
2020-11-19,CollectionA ModelO ColorA,132
2020-11-19,CollectionA ModelE ColorA,132
2020-11-19,CollectionC ModelE ColorC,121
2020-11-19,CollectionB ModelD ColorC,120
2020-11-19,CollectionA ModelH ColorA,108
2020-11-20,CollectionA ModelE ColorA,496
2020-11-20,CollectionA ModelO ColorA,423
2020-11-20,CollectionA ModelA ColorB,407
2020-11-20,CollectionA ModelI ColorA,398
2020-11-20,CollectionC ModelE ColorC,373
2020-11-20,CollectionA ModelE ColorC,350
2020-11-20,CollectionA ModelQ ColorA,343
2020-11-20,CollectionA ModelM ColorA,290
2020-11-20,CollectionA BONDI ColorC,274
2020-11-20,CollectionA ModelQ ColorC,266
2020-11-21,CollectionA ModelE ColorA,712
2020-11-21,CollectionA ModelI ColorA,584
2020-11-21,CollectionC ModelE ColorC,526
2020-11-21,CollectionA ModelO ColorA,488
2020-11-21,CollectionA ModelQ ColorA,475
2020-11-21,CollectionA ModelE ColorC,472
2020-11-21,CollectionA ModelA ColorB,447
2020-11-21,CollectionA BONDI ColorC,432
2020-11-21,CollectionC ModelM ColorA,397
2020-11-21,CollectionA ModelM ColorA,388
2020-11-22,CollectionA ModelI ColorA,1000
2020-11-22,CollectionA ModelE ColorA,988
2020-11-22,CollectionA BONDI ColorC,732
2020-11-22,CollectionC ModelE ColorC,712
2020-11-22,CollectionA ModelE ColorC,660
2020-11-22,CollectionA ModelQ ColorC,636
2020-11-22,CollectionC ModelM ColorA,581
2020-11-22,CollectionA ModelQ ColorA,573
2020-11-22,CollectionA ModelO ColorA,542
2020-11-22,CollectionA ModelR ColorA,519
2020-11-23,CollectionA ModelI ColorA,1500
2020-11-23,CollectionA ModelE ColorA,1352
2020-11-23,CollectionA BONDI ColorC,1032
2020-11-23,CollectionA ModelE ColorC,978
2020-11-23,CollectionC ModelE ColorC,932
2020-11-23,CollectionA ModelQ ColorC,814
2020-11-23,CollectionC ModelM ColorA,795
2020-11-23,CollectionA ModelM ColorA,690
2020-11-23,CollectionC ModelI ColorC,684
2020-11-23,CollectionC ModelN ColorA,670
2020-11-24,CollectionA ModelI ColorA,4119
2020-11-24,CollectionA ModelE ColorA,3040
2020-11-24,CollectionC ModelM ColorA,1790
2020-11-24,CollectionA ModelQ ColorC,1712
